STUDENT_NO,DEPARTMENT_NO,STUDENT_NAME,STUDENT_SSN,STUDENT_ADDRESS,ENTRANCE_DATE,ABSENCE_YN,COACH_PROFESSOR_NO
A331155,023,성병수,850810-1120089,"서울시 종로구 평창동 365-3",2003-03-01,N,P074
A331178,001,안병수,840823-2121826,"경기도 군포시 오금동 871-1 삼익소월아파트 373-1803",2003-03-01,N,P001
A331278,040,이무공,841101-1125046,"경기도 화성시 향남면 평리 76번지",2003-03-01,N,P113
A331346,036,조병수,851122-1169707,"여수 여서동 현대건설A 104/1201",2003-03-01,Y,P106
A331350,060,주무진,830330-2126247,"인천광역시 남동구 구월3동 1395-6 2층화실",2003-03-01,N,P064
A331379,008,한문경,840924-2145810,"인천광역시 연수구 동춘동 송도신도시 풍림아이원 606-703",2003-03-01,N,P092
A331388,050,황문식,830130-1139938,"경기도 안양시 동안구 호계동 985-18 2층",2003-03-01,Y,P039
A331401,016,김미경,851011-2111402,"경기도 성남시 분당구 구미동75 우방빌라 105-301",2003-03-01,N,P005
A331409,054,박미경,841112-2102847,"경기도 성남시 분당구 궁내동 중앙하이츠 208-401",2003-03-01,N,P111
A331412,041,서미림,851201-2154771,"인천광역시 남동구 만수5동 875-7 해동빌딩 5층",2003-03-01,N,P053
A331422,004,이미애,830405-2113507,"서울시 노원구 공릉2동 26-21 삼육대학교 8호사택",2003-03-01,N,P040
A346002,061,국인수,830604-1154265,서울시송파구잠실동101번지우성아파트15동501호,2003-03-01,N,P004
A346019,049,박인정,840115-1101596,"경기도 남양주시 화도읍 구암리 203-40",2003-03-01,N,P001
A347002,061,권유상,830802-1133602,전북장수군천천면남양리742,2003-03-01,N,P023
A347009,036,김유신,830110-2102682,"전주시 완산구 효자동1가 260 상산고등학교",2003-03-01,Y,P081
A347017,030,박유연,840606-2145610,전북익산시어양동621어양주공5단지504-304,2003-03-01,Y,P090
A347038,050,이유연,841006-2152735,전북전주시완산구평화동1가522일성아파트105-1602,2003-03-01,N,P052
A347040,008,이유일,830806-1153249,"전주시 완산구 교동2가 104 하이마트",2003-03-01,N,P023
A347060,001,최유종,850216-1162478,"전북군산시경장동 488-4",2003-03-01,N,P084
A347061,046,최유진,840630-1111569,"전주시 덕진구 인후3동 아중현대ⓐ 109/505",2003-03-01,N,P045
A347067,026,손유현,830702-1126831,전북김제시금구면금구리431-4송원아파트306,2003-03-01,Y,P048
A350005,010,김은석,830830-1124112,"서울시 송파구 오금동 165 상아@ 4-703",2003-03-01,N,P075
A350020,034,이은경,831026-2151784,경기도화성시동탄면송리589,2003-03-01,N,P102
A351011,053,김은이,840721-2135563,NULL,2003-03-01,N,NULL
A352001,048,강인호,831003-1177799,"전남 순천시 매곡동 166-9 매산여고 교무실",2003-03-01,Y,P008
A352005,001,김윤경,830118-1136236,전북전주시완산구삼천동1가561-7현대빌라301,2003-03-01,N,P020
A352017,060,서임규,830209-1132843,"전남 여수시 여수우체국 사서함 7호 LG정유",2003-03-01,N,P021
A352028,026,이자영,840708-2118563,대전유성구전민동426-4나래아파트101-401,2003-03-01,N,P045
A354020,059,양재영,841023-2142337,"전주시 완산구 중화산동 전주신흥중학교",2003-03-01,Y,P105
A354030,027,황재윤,851101-1160725,"전주시 완산구 효자동1가 326-36",2003-03-01,N,P065
A354031,031,강재이,831207-1114453,"전주시 완산구 효자동 성원맨숀 나/1501",2003-03-01,N,P068
A356028,049,이성현,850918-1108935,"광주시 서구 화정동 859-1 현대APT103/311",2003-03-01,N,P062
A357025,014,우재형,831029-1166429,"서울시 서초구 양재동 154-2 우성@ 103-1205",2003-03-01,N,P074
A357026,040,윤재홍,831014-2139250,"서울시 강남구 도곡2동 개포럭키ⓐ 1/606",2003-03-01,N,P040
A357033,019,장재황,830324-1114439,경기남양주시별내면청학리409청학주공아파트310-804,2003-03-01,N,P044
A357035,054,전재훈,840504-1155012,"서울시 구로구 개봉1동 98-11",2003-03-01,N,P068
A358044,055,허성준,851207-1118515,"부산시 영도구 동삼동 149-1 고신대학교 생물학과",2003-03-01,N,P010
A371052,020,김정열,830302-1144188,"서울시 강남구 도곡2동 422-9 세구빌라 102호",2003-03-01,Y,P034
A371053,011,김정우,830420-1129344,"광주광역시 동구 지산 2 동 704-59",2003-03-01,Y,P074
A373005,008,김용문,850209-1108152,"서울시 도봉구 창4동 주공@1813-502",2003-03-01,N,P029
A373011,056,김용범,851224-1159398,서울노원구월계동556월계2단지주공아파트214-803,2003-03-01,N,P014
A373017,062,박용봉,851226-1141236,서울도봉구창동807쌍용아파트104-204,2003-03-01,N,P019
A373039,017,홍용삼,850609-1139174,"경기도 성남시 분당구야탑동현대@823-1302",2003-03-01,N,P017
A374017,016,박성희,830326-2178746,충북충주시연수동686연수주공아파트관리사무소,2003-03-01,N,P081
A374025,036,이성희,840402-2111032,울산시전하동1번지현대중공업플랜트구매부,2003-03-01,N,P102
A374027,028,이세라,850119-2152437,울산시울주군범서읍굴화리굴화주공강변그린빌4단지404/702,2003-03-01,Y,P026
A374030,026,이세라,850130-2115471,"울산시 남구 삼산동 1461-1 우성APT 103/1302  T.052-243-1522",2003-03-01,N,P097
A382031,005,정성원,850113-1176680,충북청주시상당구영운동125-5청주한국병원,2003-03-01,N,P069
A411001,055,감현제,850918-1111188,서울강서등촌동691-3부영@102-505,2004-03-01,N,P105
A411008,016,강현주,861201-1146036,"서울동작구대방동5번지2통4반4층   T.02-889-0864",2004-03-01,N,P042
A411012,025,공현준,850915-1153546,경기남양주와부읍도곡리1012한강우성@105-601,2004-03-01,N,P007
A411035,052,김현지,851229-2137273,"서울시 송파구 신천동 장미@19-705   T031-769-8004",2004-03-01,N,P007
A411069,051,김현진,860807-1177445,"서울용산구청파동1가89-58유진빌라402   T.02-717-1649",2004-03-01,N,P096
A411085,032,김진현,850524-1101916,"경기 안산시 상록구 본오동 한양아파트 27-805",2004-03-01,N,P024
A411086,020,김현철,860225-1153302,서울강남삼성동99-13삼부@101-1102,2004-03-01,N,NULL
A411105,035,박현호,850201-1110725,서울용산구보광동13-72,2004-03-01,N,P103
A411116,059,박현화,861128-2113499,"서울시 강동구 둔촌동447-3",2004-03-01,N,NULL
A411124,025,배형구,850819-1143999,서울구로구개봉동312-38길훈@1-302,2004-03-01,N,P038
A411136,020,성형규,841119-1178856,경기광명시소하동925-3금진청솔빌라다동401,2004-03-01,N,P006
A411190,040,윤형석,840812-1172026,"광주시광산구월계동756-5첨단금호타운105-806  T. 062-971-5939",2004-03-01,Y,P028
A411209,062,이진하,841220-1116413,"서울 구로구 개봉동 321-28",2004-03-01,N,P016
A411233,029,이형선,840417-1131191,전남광양중동1665성호@203-1806,2004-03-01,N,P030
A411249,018,장형일,840505-1143700,"전남 광양시 금호동 목련빌라 18/203   T.061-799-8149",2004-03-01,Y,P101
A411289,049,채형주,861224-1123017,"전남순천시조례동1629금당대림아파트102-1004  T.061-724-8066",2004-03-01,N,P108
A411295,055,최형주,850524-1113272,"광주시 북구 두암2동 63-1 무등파크 102/603   T062-261-5118",2004-03-01,N,P051
A411305,004,최병연,861207-1160103,"경기도 성남시 수정구 태평동 7318-2 송원맨션 302호",2004-03-01,N,P044
A411313,055,한형준,861222-1114763,NULL,2004-03-01,N,P071
A411335,009,황형철,840430-1113491,"전남 순천시 생목동 현대ⓐ 106/407   T.061-772-2101",2004-03-01,N,P075
A412046,058,배고은,850225-2169465,"서울시 종로구 숭인동 181-21",2004-03-01,N,P107
A413042,025,박건우,850326-1153916,"경기도 파주시 적성면 장현2리 산65번지",2004-03-01,N,P072
A413074,040,이경란,850910-2135219,"서울시 양천구 신정7동 신시가지아파트 1101-601",2004-03-01,N,P066
A415011,019,곽준호,860816-1127244,"서울시 구로구 구로1동 642-33 현대의보ⓐ 303호",2004-03-01,Y,P102
A415019,044,권준호,850921-1116260,서울시양천구목동신시가지@716동103호,2004-03-01,N,P049
A415030,013,김준호,860120-1132985,"경기도 안양시 동안구 비산3동 삼성래미안ⓐ 113-702",2004-03-01,Y,P034
A415054,053,김준호,840930-1143843,경기도안양시동안구호계1차현대홈타운105/402,2004-03-01,N,P025
A415078,004,박준희,850627-1131069,NULL,2004-03-01,N,P111
A415085,006,박중렬,850228-1100272,"광주시 북구 두암2동 63-1 무등파크 102/603   T062-261-5118",2004-03-01,N,P105
A415132,056,오중명,841025-1110883,서울도봉구창동주공@313/405,2004-03-01,N,P102
A415169,041,이중혁,860708-1115409,"대전광역시 중구 대흥동 대전성모병원 총무과",2004-03-01,N,P008
A415198,050,이지나,850419-2131911,충남논산시강경읍대흥리19-19,2004-03-01,Y,P055
A415218,033,임지민,860916-2136502,"익산시 남중동 544 소라연립 A동 201",2004-03-01,N,P105
A415245,059,조지선,850809-2138388,"전주시 효자동 1가 효자성원맨션 1동 109호",2004-03-01,N,P003
A415265,010,최지선,860301-2176263,"전북 김제시 서암동 동신파크맨숀1차 가/409",2004-03-01,N,P037
A415289,053,황지수,861011-2103945,"전주시 덕진구 인후 2가 229-36",2004-03-01,Y,P056
A417005,001,강승우,840117-1159173,"서울시 은평구 대조동 74-7 서안맨션 101호",2004-03-01,N,P083
A417074,060,박승욱,840211-1154270,"경기도 성남시 분당구 구미동 대림APT101-704",2004-03-01,N,P047
A417133,031,이여선,850129-2102577,"전주시 팔복동1가 261-1 청백실업",2004-03-01,N,P033
A417140,005,이승원,841225-1126981,서울서대문구홍은3동409-55,2004-03-01,N,P044
A417142,051,이승원,850622-1147762,"경기도 고양시 덕양구 화정동 870 은빛마을 522/304?",2004-03-01,N,P055
A419121,034,임재민,850215-1159342,"전주시 효자동2가 산6-1 전일고등학교",2004-03-01,N,P110
A422049,024,한영은,840811-2105149,"경기하남시창우동521꿈동산신안아파트418-804  T.02-3467-1114",2004-03-01,N,P110
A431010,031,강병호,860428-1177594,"서울시 노원구 하계동 한신 아파트 2동417호",2004-03-01,N,P102
A431016,056,고병훈,841231-1109880,"여수시 여서동 경남아파트 109동406호",2004-03-01,N,P033
A431021,059,구병훈,840508-1167073,"서울시 강남구 삼성동 26-23 38/8",2004-03-01,N,P006
A431032,035,김보라,860711-2165414,"경기도 광주시 경안동 172-11",2004-03-01,N,P084
A431041,011,김보람,860820-2132992,"부천시 원미구 역곡 2동 산 51- 18번지 현대 아파트 A나동 505호",2004-03-01,N,P043
A431050,030,김보람,861111-2121313,"여수시 신기동 3 주공 아파트 110-202호",2004-03-01,N,P025
A431076,039,김성욱,840725-1136366,광양시금호동목련연립아파트11동104호,2004-03-01,N,P016
A431088,056,김보람,850514-2168738,"충남 논산시 부창동 209-4 대림아파트 103동304호",2004-03-01,N,P090
A431098,053,김보리,840102-2172418,"서울시 동작구 신대방동 709 벽산 아파트 102동 504호",2004-03-01,N,P071
A431099,026,김보성,840923-1166672,"여수시 안산동 146-11 안산건강원",2004-03-01,N,P065
A431104,007,김보영,860408-2115571,"서울시 동대문구 장안391-4",2004-03-01,Y,P098
A431124,054,민보은,840214-2174935,"경기도 성남시 중원구 은행동 1990-101",2004-03-01,N,P033
A431126,031,민봉균,860212-1176095,전주완산삼천1가주공@502/505,2004-03-01,N,P057
A431136,006,박봉진,840324-2113454,"전주시 덕진구 우아동 3가 685-8 럭키@ 2동 304",2004-03-01,Y,P004
A431139,058,박봉진,860620-1122857,"전주시 완산구 중화산동 우성근영ⓐ 102/1903",2004-03-01,Y,P023
A431173,025,서부열,860217-2137613,"서울시 송파구 잠실5동 27주공5단지@ 503동103호",2004-03-01,N,P007
A431175,037,성빛나,860615-2155216,광주북구두암2동849-3,2004-03-01,Y,P020
A431192,004,신사묵,851005-1179447,"서울시 마포구 아현동 392-41",2004-03-01,N,P068
A431193,046,신상민,860321-1119985,"전북 부안읍 연곡리 398-4 부안남초등학교",2004-03-01,N,P039
A431228,055,유상민,841125-1100463,"전주시 덕진구 호성동 동아ⓐ 103동1903호",2004-03-01,N,P091
A431232,035,윤상민,850909-1110829,"경기도 고양시 일산서구 탄현동  1477 탄현마을 503-703호",2004-03-01,N,P076
A431233,027,윤상민,850610-1128523,"경기도 안양시 만안구 안양1동 91-9 본지층빌라 9-1호",2004-03-01,N,P039
A431240,055,이상민,861108-1148860,"경기도 수원시 장안구 정자동 467-5 2층",2004-03-01,N,P099
A431277,056,이상수,851020-1112021,"여수시 여서동 경남아파트 109동 1001호",2004-03-01,N,P001
A431302,025,이상언,860423-1130709,"경기도 포천시 일등면 기산리 리버@ 207호",2004-03-01,N,P088
A431335,014,정상엽,860801-1140132,"김해시 내동 한국2차 아파트 314동1103호",2004-03-01,N,P012
A431347,054,정상우,860915-1114407,"경기도 안양시 동안구 관양동 1586번 한가람아파트 303동1214 호",2004-03-01,N,P050
A431348,015,정상욱,840810-1118024,"서울시 성북구 장휘동 74-294번지",2004-03-01,N,P062
A431351,056,조상윤,850701-1116583,"경기 구리시 교문동 덕현 @ 104/204",2004-03-01,N,P065
A431358,059,조상진,850129-1161937,"수원시 장안구 조원동881번지 한일타운아파트116동1602호",2004-03-01,N,P093
A431363,032,주상진,860208-1144538,"서울 동작구 노량진동 25-10 번지 (일품축산마트)",2004-03-01,N,P038
A431376,008,최상호,850220-1112788,"서울시 강동구 성내동 433-24",2004-03-01,N,P016
A431391,057,홍상화,840906-1102625,"전주시 덕진구 전북대학교 의과대학 이비인후과",2004-03-01,N,P026
A441035,023,안희준,861001-1124494,"여수시 문수동 797번지 주공 아파트 103동 1509호",2004-03-01,N,P043
A443026,024,한세진,840620-2121481,"전주시 덕진구 우아동3가 743-35",2004-03-01,Y,P075
A445001,022,고정호,861107-1131197,"대전 서구 용문동 270-1 신중앙부동산",2004-03-01,N,P084
A445008,008,남가영,860510-2120325,"인천광역시 남동구 구월1동 1129-5 4층",2004-03-01,Y,P109
A447017,040,노윤규,850401-1153358,"전주시 덕진구 송천동2가 현대3차ⓐ 307-1106호",2004-03-01,N,P113
A447029,048,신윤미,860423-2110659,전북김제시진봉면고사리40,2004-03-01,N,P101
A447030,042,신윤미,850520-1113965,"전주시 덕진구 여의동 1140-1",2004-03-01,N,P062
A447032,004,신윤빔,841116-1121242,"전주시 완산구 중화산동 현대에코르APT 102-806",2004-03-01,N,P038
A447036,021,안윤상,841003-1150517,"전북 완주군 봉동읍 구미리 서두 청운농장",2004-03-01,Y,P027
A447049,050,이윤선,860814-2108889,군산시나운동848-1두손정형외과,2004-03-01,Y,P040
A447062,054,조윤성,841008-2117558,"전주시 완산구 삼천동 1가 효문여자중학교",2004-03-01,N,P096
A452028,007,이윤성,850822-2140345,전북군산시나운동1585나운세경아파트201-1213,2004-03-01,N,P086
A454004,045,김재익,860611-1170057,"전주완산중화산 우성중산타운103동604호",2004-03-01,N,P069
A454009,009,문재주,840924-1151872,전북전주시완산구중화산동2가256우성근영타운105-105,2004-03-01,N,P096
A454011,055,박재준,840727-1104998,서울강남구개포2동주공아파트435-405,2004-03-01,N,P043
A457001,010,김재훈,860917-1174768,경기도고양시덕양구성사동신원당마을@802-305,2004-03-01,N,P071
A457011,048,김정규,840129-1149949,"서울시 광진구 자양3동 516 우성ⓐ 308/111",2004-03-01,N,P001
A457014,020,민정규,860621-1119934,서울노원구중계동505상아아파트14-105,2004-03-01,N,P040
A457020,012,송정균,850630-1114744,서울시구로구개봉2동255-3,2004-03-01,N,P006
A457025,054,우정근,850611-1121269,경기도고양시일산구백석동삼부@101-1504,2004-03-01,N,P065
A457035,043,정정락,860121-1165058,경기수원시팔달구화서동125-4,2004-03-01,N,P090
A458002,039,고성준,850205-1161101,대구시북구칠성동1가56-1,2004-03-01,N,P017
A458030,061,장성진,840517-1176799,"서울시 강동구 명일동 48-14원일학원",2004-03-01,Y,P082
A471005,014,김정원,840706-1118734,전남광양시금호동624-13사랑아파트10-104,2004-03-01,N,P054
A471026,039,유정윤,850813-1118303,"광주시 동구 서석동 조선대학교 사학과",2004-03-01,N,P050
A471041,013,조정은,860725-1103028,"대전시 유성구 가정동 236-2 과기대교수@14-101",2004-03-01,N,P008
A471045,028,최정인,850621-1113092,"서울시 서초구 반포2동 18-21 주공@ 234-409",2004-03-01,N,P021
A472021,001,송영준,840628-1112361,서울강남구대치2동은마아파트2동1013호,2004-03-01,Y,P036
A473014,049,박용식,841208-1158846,서울성동구성수동1가706쌍용아파트107-901,2004-03-01,Y,P076
A473015,002,배용원,850223-1127181,NULL,2004-03-01,N,P077
A473017,004,송용준,860203-1141362,"성남시분당구운중동 307직원주택8동3호(정신문화연구소남제고문헌학관 108호)",2004-03-01,N,P052
A473020,049,유용진,841001-1179336,경기화성시태안읍병점리520한일타운101-1402,2004-03-01,N,P102
A473023,020,이용태,861126-1116650,인천시남동구구월동1312-4다산빌라5-101,2004-03-01,N,P026
A474004,011,김세웅,850815-1153946,"경북 포항시 북구 항구동 347-18",2004-03-01,N,P003
A484076,026,차지수,860930-1106355,"전주시 완산구 전동 140-1 전북매일신문",2004-03-01,N,P010
A485088,012,채영준,840219-1171210,"서울시 마포구 합정동 438-15",2004-03-01,N,P083
A486009,036,김지아,861102-2103507,"전북 군산시 조촌동 491 삼성ⓐ 2/1105",2004-03-01,N,P101
A490068,040,정지연,850920-2132455,"전주시 완산구 평화동2가 동아현대A 105-1302",2004-03-01,N,P050
A511003,004,강형택,860120-1144604,"전남순천시언향동호반리젠시빌1차아파트106동302호  T.061-691-5102",2005-03-01,Y,P074
A511005,012,고진형,861126-1161756,"서울 중량구 묵동 신내두산아파트 526-401",2005-03-01,N,P060
A511007,047,공혜경,850402-2110097,"대전시 서구탄방동765한우리@106-602   T.042-484-0020",2005-03-01,N,P016
A511009,006,곽혜리,860707-2150848,대전시서구내동4번지맑은아침@107-1801,2005-03-01,Y,P098
A511018,041,권혜림,860402-2170498,"충북음성대소면태생리346-3(주)한송    T063-221-3256",2005-03-01,Y,P096
A511019,038,기혜미,850101-1129470,"대전시 유성구 덕진동 한국원자력안전기술원 행정부장   T.042-863-2820",2005-03-01,Y,P051
A511029,045,김혜민,870825-2109982,대전시서구만년동103동202호,2005-03-01,N,P047
A511061,003,김혜상,850303-2179516,"부산시 중구 중앙동 4가 89-1 정석빌딩2층 한진해운  T.051-364-2555",2005-03-01,N,P034
A511072,013,김혜연,861215-2152667,"부산시 금정구부곡3동SK@108-2101   T.051-646-9204",2005-03-01,N,P044
A511073,046,김혜영,870904-2110955,"서울시 강남구 논현2동 95-13",2005-03-01,N,P029
A511075,027,김혜영,860930-2143357,"충남 천안시 신부동 509-9번지",2005-03-01,N,P021
A511081,015,김혜원,870723-2115944,"대전시 중구 목동 대아이투빌 106동 102호",2005-03-01,Y,P017
A511082,051,김혜진,870311-1120350,"서울시 송파구 송파동",2005-03-01,N,P004
A511160,021,송호식,850918-1170037,"울산 동구 방어동 911-3번지 우진비둘기",2005-03-01,N,P031
A511166,032,신호욱,870922-1173857,"인천시 연수구 연수2동 615-7호 4층",2005-03-01,N,P080
A511181,015,오진형,851126-1150127,"경기 성남시 수정구 산성동 648",2005-03-01,N,P103
A511188,043,우호일,861008-1100962,"경기도 수원시 팔달구 영통동",2005-03-01,Y,P108
A511225,032,이호준,860505-1142009,NULL,2005-03-01,N,P042
A511230,041,이홍대,871206-1133071,"경북 영주시 휴천3동 개나리아파트 2차 511호",2005-03-01,N,P034
A511240,004,이홍제,860113-1135025,"경기도 고양시 일산구 주엽2동 문촌마을 18단지 대원아파트",2005-03-01,N,P003
A511251,054,이화정,850203-2134232,NULL,2005-03-01,N,P005
A511255,012,임효선,870811-2104897,"서울시 서초구 양재동",2005-03-01,N,P104
A511261,032,장효선,861022-2115110,"서울시 마포구 성산2동",2005-03-01,N,P039
A511269,042,전효선,871030-2176192,"경기도 고양시 덕양구 행신동 178-18금강빌라 가동101호",2005-03-01,Y,P057
A511285,036,조효선,850506-1153103,"서울시 중량구 면목동 374-45번지",2005-03-01,N,P054
A511286,018,조효영,850326-1128158,"인천시 서구 심곡동 259-4 극동아파트 104동 907호",2005-03-01,N,P058
A511300,014,최효정,870715-2119633,"불 명",2005-03-01,N,P035
A511311,040,최효정,870719-2157865,"서울 관악구 봉천3동 37-68번지",2005-03-01,N,P011
A511320,049,한효종,870831-2118394,"목포시 상동 251-16 호반리젠시빌103동908 호",2005-03-01,N,P108
A511332,044,황효종,871125-1129980,"인천시서구 석남동 564-4번지",2005-03-01,Y,P044
A512027,060,김계한,850219-1138113,"서울시 동작구 사당2동 105 극동아파트 103-1601",2005-03-01,N,P056
A512077,033,이곤순,860105-1168681,"서울시 송파구 잠실동 331번지 현대아파트 101-412호",2005-03-01,N,P107
A513013,020,김경륜,870609-1150661,"서울시 영등포구 신길2동 우성아파트 401-1109호",2005-03-01,N,P058
A513016,007,김경민,870101-1116479,"서울시 노원구 하계동 270 현대아파트 103-1503호",2005-03-01,N,P076
A513028,022,김경민,861030-1139882,"강원 원주시 신림면 황둔2리 1545번지",2005-03-01,N,P083
A513035,009,박경애,850315-2142444,"경기도 안산시 본오동 태영아파트 102-108호",2005-03-01,N,P064
A513036,061,박경원,860822-1119894,"부산광역시 동구 범일2동 830-90 한양아파트 1동 208호",2005-03-01,Y,P021
A513065,056,이경택,850714-1109099,"경기도 용인시 상현동 만현마을 LG 자이아파트 902-703",2005-03-01,Y,P106
A513073,057,이경호,851016-1128579,"경기도 광주시 오포읍 능평리 298 PEACE & COLOR",2005-03-01,N,P006
A513074,049,이경호,870228-1175947,"서울시 중구 충무로2가 50-5 태오빌딩 301호",2005-03-01,N,P037
A513079,016,이경환,870721-1161529,"서울시 마포구 서교동 369-21번지",2005-03-01,Y,P025
A513090,045,정경환,850502-1126048,"서울시 서초구 반포동 한신4차아파트 209-1006",2005-03-01,N,P079
A513091,040,정경훈,860602-1132738,"경기도 고양시 일산동구 중산동 산들마을 대림아파트 203-1702호",2005-03-01,N,P080
A513110,038,최경희,851016-2163388,"대구광역시 달서구 월성동 277-3 동서타운아파트 101-1403호",2005-03-01,N,P090
A513119,040,홍경희,860329-2107647,"경기도 광주시 퇴촌면 광동리 206 금성리버빌 101-202호",2005-03-01,N,P056
A515005,007,강지영,861014-2147952,"전주시 덕진구 인후1동 1차 아중대우ⓐ 102/701",2005-03-01,N,P028
A515009,023,공지영,861001-2132521,"전북 완주군 이서면 이문리 부영아파트 101-9032",2005-03-01,N,P096
A515013,052,권지영,851130-2132592,"전북 전주시 완산구 삼천동 1가 598-4",2005-03-01,N,P003
A515015,033,권지완,850807-1114158,"전북 전주시 완산구 평화동2가 현대아파트 101-705",2005-03-01,N,P095
A515028,057,김지용,860302-1161951,"전주시 완산구 서신동 비사벌ⓐ 102-908",2005-03-01,Y,P005
A515029,028,김지운,870221-1123202,"전주시 완산구 평화동 코오롱@ 4/1402",2005-03-01,N,P053
A515051,038,김지원,851102-2147035,"전주시 완산구 중화산동 1가 동신@ 702호",2005-03-01,N,P005
A515066,062,김지원,860402-1128127,전주덕진동산제일문주유소,2005-03-01,Y,P017
A515069,036,김지윤,860505-2155041,"전북 익산시 영등동 268-29",2005-03-01,Y,P074
A515071,050,남지윤,860115-1101070,"전주시 완산구 삼천동 1가 호반리젠시빌 106-1501",2005-03-01,N,P093
A515081,032,민진원,860128-1123683,"경기 시흥시 정왕동 1788 대우아파트 103-904",2005-03-01,N,P021
A515092,061,박지윤,860126-1178016,"전주시 덕진구 인후동1가 531-7",2005-03-01,N,P024
A515122,030,심진아,860115-2121026,"서울 노원구 하계동 270 현대아파트 105-1204",2005-03-01,N,P048
A515126,007,안진영,871010-1168504,"서울시 강남구 대치3동 954-22 민영빌라 302호",2005-03-01,N,P071
A515139,023,유진욱,860108-1162952,"경기 부천시 원미구 중동 1030 금강마을 402-102",2005-03-01,N,P101
A515164,057,이진아,861015-2148519,"서울 구로구 오류동 336 동부아파트 103-1001",2005-03-01,N,P061
A515169,062,이지은,861015-2100397,"전북남원시 인월면 인월중학교",2005-03-01,N,P016
A515190,025,임지은,860505-2132767,"전북 남원시 월락동 서진여자고등학교",2005-03-01,Y,P012
A515212,033,정지은,871230-2107488,"익산시 남중동 543-35",2005-03-01,N,P087
A515222,012,진지현,870320-2113793,"전주시 덕진구 우아동2가 롯데@102동1103호",2005-03-01,N,P054
A515224,042,차지현,870608-2128370,"전주시 덕진구 송천동1가 현대2차아파트 203-1108",2005-03-01,Y,P017
A515239,015,최지현,870118-2172619,경기도안양시평촌동꿈나무라이프101-1106,2005-03-01,N,P052
A515243,048,태지혜,871222-2138661,"경기도 파주시 금촌동 984 새꽃마을 304-501",2005-03-01,N,P081
A517002,054,강승주,870124-1148068,서울양천구신정동신정현대아파트107-1405,2005-03-01,Y,P049
A517020,029,김승진,870217-1171819,서울마포구마포동195-10백산빌딩2층㈜미조건설,2005-03-01,N,P031
A517024,050,김승찬,850521-1134173,인천계양구작전동635-14,2005-03-01,Y,P072
A517038,060,김승표,850610-1158857,경기용인시구성읍보정리신촌마을포스홈타운212-2301,2005-03-01,Y,P020
A517052,019,김승현,870101-1112682,"서울시 은평구 갈현동 496-2   T.02-3156-1700",2005-03-01,N,P024
A517061,060,박승호,860227-1127489,"서울시 은평구 응암동 111-42",2005-03-01,N,P008
A517067,040,박승화,860107-1147047,"경기도 과천시 별양동 44-2",2005-03-01,N,P096
A517069,048,박승환,871015-1164235,"잔주시 완산구 서신동 762-2 성원@ 102동 1401호",2005-03-01,N,P029
A517089,028,신시명,851002-1102095,"전북 완주군 구이면 두현리 554 구이중학교",2005-03-01,Y,P097
A517094,025,오시연,850109-1147399,"익산시 동산동 삼성@ 1-1403",2005-03-01,N,P006
A517099,027,윤시형,861215-1120547,"전주시 효자동 1가 639 거성 소라ⓐ 803호",2005-03-01,Y,P036
A517100,036,윤시환,870517-1114131,서울송파구풍납1동507동아한가람@104-702,2005-03-01,N,P087
A517105,002,이신열,870113-1113489,전주시완산구평화동2가259-12우성신성타운102-706,2005-03-01,N,P028
A517117,047,이아라,850910-2151058,"전북 임실군 임실읍 성가리 35-2 대붕건설",2005-03-01,N,P060
A517173,013,최아랑,860818-2127870,전주시덕진구호성동1가826동아아파트104-1092,2005-03-01,N,P084
A517178,001,한아름,850506-2179659,전주시덕진구우아동3가755-23,2005-03-01,N,NULL
A517180,028,허아름,850511-2100571,"전주시 덕진구 우아동2가 진버들마을 대우2차 207/1401",2005-03-01,N,P089
A519059,046,박재석,850502-1111724,전북정읍시수성동1027부영아파트206-1502,2005-03-01,N,P020
A519132,054,정재석,850317-1136978,전북전주시완산구효자동1가636제일아파트3-304,2005-03-01,N,P071
A519133,038,조재성,850914-1152921,NULL,2005-03-01,N,P025
A519135,027,조재수,851019-1111296,"전주시 덕진구 우아동 3가 럭키ⓐ 3/1503",2005-03-01,N,P076
A519156,012,형재연,850714-1119402,"전주시 진북동 416 우성ⓐ 116/1105",2005-03-01,N,P086
A522037,015,이정호,860524-1130082,"전북남원시금지면 지성리 638",2005-03-01,N,P066
A531005,062,강상훈,850202-1120022,"전주시 덕진구 덕진동 전북대학교 식품영양학과",2005-03-01,Y,P022
A531017,036,권새롬,860303-2103584,"서울시 강북구 수유2동 347-2",2005-03-01,N,P089
A531062,038,김석민,850124-1102753,경기도안산시상록구2동664번지투루지오2차@205/601,2005-03-01,N,P045
A531065,019,김석범,860504-1157724,"서울시 강남구 일원동 수서택지 상록수ⓐ 108/302",2005-03-01,N,P096
A531080,058,김석윤,850113-1120874,경기고양시일산구백석동1140번지백송마을904-1503,2005-03-01,N,P111
A531121,046,박석호,870213-1108300,서울노원구하계동현대아파트102-1107,2005-03-01,N,P086
A531124,020,박석희,850510-1175809,"경기도 평택시 평택동 62-9 박건주 성형외과",2005-03-01,N,P099
A531128,018,박선아,850221-2149159,"서울시 은평구 갈현2동 496-1 서울의원",2005-03-01,N,P034
A531134,010,박선영,870913-2175604,서울강동구길동삼익파크맨션503-1205,2005-03-01,N,P091
